fpr,tpr,Thresholds,Data,Train Size,Speaker Number,Positive,Method
0.993333333,1.0,0.5752255999999999,Digit Data,40%,30,Unauthorized,flatten_1
1.0,1.0,0.54635954,Digit Data,40%,30,Unauthorized,flatten_1
0.0,0.0,1.4536405,Digit Data,40%,30,Authorized,flatten_1
0.0,0.0003333330000000001,0.4536405,Digit Data,40%,30,Authorized,flatten_1
0.0,0.006666666999999999,0.42484677,Digit Data,40%,30,Authorized,flatten_1
0.001,0.006666666999999999,0.42477438,Digit Data,40%,30,Authorized,flatten_1
0.001,0.012,0.41504085,Digit Data,40%,30,Authorized,flatten_1
0.002,0.012,0.4149454000000001,Digit Data,40%,30,Authorized,flatten_1
0.002,0.012333333,0.41403982,Digit Data,40%,30,Authorized,flatten_1
0.003,0.012333333,0.41350663,Digit Data,40%,30,Authorized,flatten_1
0.003,0.012666667,0.41308418,Digit Data,40%,30,Authorized,flatten_1
0.004,0.012666667,0.4122406,Digit Data,40%,30,Authorized,flatten_1
0.004,0.013,0.4108262,Digit Data,40%,30,Authorized,flatten_1
0.005,0.013,0.41067824,Digit Data,40%,30,Authorized,flatten_1
0.005,0.013333333,0.4102539000000001,Digit Data,40%,30,Authorized,flatten_1
0.006,0.013333333,0.41000336,Digit Data,40%,30,Authorized,flatten_1
0.006,0.017333333,0.40565276,Digit Data,40%,30,Authorized,flatten_1
0.006999999999999999,0.017333333,0.40497935,Digit Data,40%,30,Authorized,flatten_1
0.006999999999999999,0.017666667,0.40473944,Digit Data,40%,30,Authorized,flatten_1
0.008,0.017666667,0.4046015,Digit Data,40%,30,Authorized,flatten_1
0.008,0.019333333,0.4031918,Digit Data,40%,30,Authorized,flatten_1
0.009000000000000001,0.019333333,0.40233836,Digit Data,40%,30,Authorized,flatten_1
0.009000000000000001,0.021,0.4003565,Digit Data,40%,30,Authorized,flatten_1
0.01,0.021,0.4001549,Digit Data,40%,30,Authorized,flatten_1
0.01,0.021333333,0.4000796,Digit Data,40%,30,Authorized,flatten_1
0.013,0.021333333,0.39956883,Digit Data,40%,30,Authorized,flatten_1
0.013,0.022333333,0.39894333,Digit Data,40%,30,Authorized,flatten_1
0.014,0.022333333,0.39882767,Digit Data,40%,30,Authorized,flatten_1
0.014,0.023666667,0.39762348,Digit Data,40%,30,Authorized,flatten_1
0.015,0.023666667,0.39745888,Digit Data,40%,30,Authorized,flatten_1
0.015,0.024333333,0.39684346,Digit Data,40%,30,Authorized,flatten_1
0.016,0.024333333,0.39674908,Digit Data,40%,30,Authorized,flatten_1
0.016,0.024666667000000003,0.39587596,Digit Data,40%,30,Authorized,flatten_1
0.019,0.024666667000000003,0.3946991,Digit Data,40%,30,Authorized,flatten_1
0.019,0.025666667,0.39437595,Digit Data,40%,30,Authorized,flatten_1
0.021,0.025666667,0.3935392,Digit Data,40%,30,Authorized,flatten_1
0.021,0.027666667,0.39293724,Digit Data,40%,30,Authorized,flatten_1
0.023,0.027666667,0.39284018,Digit Data,40%,30,Authorized,flatten_1
0.023,0.028,0.39264166,Digit Data,40%,30,Authorized,flatten_1
0.024,0.028,0.39260986,Digit Data,40%,30,Authorized,flatten_1
0.024,0.029333333,0.3916771,Digit Data,40%,30,Authorized,flatten_1
0.025,0.029333333,0.39160138,Digit Data,40%,30,Authorized,flatten_1
0.025,0.030333333,0.39135996,Digit Data,40%,30,Authorized,flatten_1
0.026,0.030333333,0.39060324,Digit Data,40%,30,Authorized,flatten_1
0.026,0.030666667,0.39051422,Digit Data,40%,30,Authorized,flatten_1
0.027000000000000003,0.030666667,0.390305,Digit Data,40%,30,Authorized,flatten_1
0.027000000000000003,0.031,0.39021564,Digit Data,40%,30,Authorized,flatten_1
0.028,0.031,0.39009836,Digit Data,40%,30,Authorized,flatten_1
0.028,0.031333333,0.3900184,Digit Data,40%,30,Authorized,flatten_1
0.029,0.031333333,0.389902,Digit Data,40%,30,Authorized,flatten_1
0.029,0.034333333,0.38797227,Digit Data,40%,30,Authorized,flatten_1
0.03,0.034333333,0.38770756,Digit Data,40%,30,Authorized,flatten_1
0.03,0.035333333,0.38716957,Digit Data,40%,30,Authorized,flatten_1
0.032,0.035333333,0.38706598,Digit Data,40%,30,Authorized,flatten_1
0.032,0.035666667,0.3870411,Digit Data,40%,30,Authorized,flatten_1
0.033,0.035666667,0.38682073,Digit Data,40%,30,Authorized,flatten_1
0.033,0.036666667,0.3864912,Digit Data,40%,30,Authorized,flatten_1
0.034,0.036666667,0.38645014,Digit Data,40%,30,Authorized,flatten_1
0.034,0.038,0.38629985,Digit Data,40%,30,Authorized,flatten_1
0.035,0.038,0.38624638,Digit Data,40%,30,Authorized,flatten_1
0.035,0.038333333,0.38622853,Digit Data,40%,30,Authorized,flatten_1
0.036000000000000004,0.038333333,0.38615543,Digit Data,40%,30,Authorized,flatten_1
0.036000000000000004,0.038666667,0.38607255,Digit Data,40%,30,Authorized,flatten_1
0.037000000000000005,0.038666667,0.3857214000000001,Digit Data,40%,30,Authorized,flatten_1
0.037000000000000005,0.04,0.38533017,Digit Data,40%,30,Authorized,flatten_1
0.039,0.04,0.3851577000000001,Digit Data,40%,30,Authorized,flatten_1
0.039,0.040333333,0.38511273,Digit Data,40%,30,Authorized,flatten_1
0.04,0.040333333,0.38509995,Digit Data,40%,30,Authorized,flatten_1
0.04,0.041666667,0.38472924,Digit Data,40%,30,Authorized,flatten_1
0.041,0.041666667,0.38472107,Digit Data,40%,30,Authorized,flatten_1
0.041,0.043,0.38427883,Digit Data,40%,30,Authorized,flatten_1
0.042,0.043,0.38421854,Digit Data,40%,30,Authorized,flatten_1
0.042,0.044333333,0.3839976,Digit Data,40%,30,Authorized,flatten_1
0.043,0.044333333,0.38393503,Digit Data,40%,30,Authorized,flatten_1
0.043,0.044666667,0.3837416,Digit Data,40%,30,Authorized,flatten_1
0.044,0.044666667,0.38355657,Digit Data,40%,30,Authorized,flatten_1
0.044,0.045333333,0.38335234,Digit Data,40%,30,Authorized,flatten_1
0.045,0.045333333,0.3832488,Digit Data,40%,30,Authorized,flatten_1
0.045,0.045666667,0.3831822,Digit Data,40%,30,Authorized,flatten_1
0.046,0.045666667,0.3829411,Digit Data,40%,30,Authorized,flatten_1
0.046,0.046333333,0.38278833,Digit Data,40%,30,Authorized,flatten_1
0.047,0.046333333,0.38275278,Digit Data,40%,30,Authorized,flatten_1
0.047,0.048,0.38223952,Digit Data,40%,30,Authorized,flatten_1
0.05,0.048,0.3817913,Digit Data,40%,30,Authorized,flatten_1
0.05,0.05,0.38156018,Digit Data,40%,30,Authorized,flatten_1
0.053,0.05,0.38137636,Digit Data,40%,30,Authorized,flatten_1
0.053,0.051333333,0.38127193,Digit Data,40%,30,Authorized,flatten_1
0.054000000000000006,0.051333333,0.38124385,Digit Data,40%,30,Authorized,flatten_1
0.054000000000000006,0.052333333,0.3808476,Digit Data,40%,30,Authorized,flatten_1
0.055,0.052333333,0.3807971,Digit Data,40%,30,Authorized,flatten_1
0.055,0.052666667,0.38071662,Digit Data,40%,30,Authorized,flatten_1
0.058,0.052666667,0.38058138,Digit Data,40%,30,Authorized,flatten_1
0.058,0.056,0.37964424,Digit Data,40%,30,Authorized,flatten_1
0.059,0.056,0.3795407,Digit Data,40%,30,Authorized,flatten_1
0.059,0.056666667,0.3793569000000001,Digit Data,40%,30,Authorized,flatten_1
0.06,0.056666667,0.37912285,Digit Data,40%,30,Authorized,flatten_1
0.06,0.058,0.3789063,Digit Data,40%,30,Authorized,flatten_1
0.062,0.058,0.37886,Digit Data,40%,30,Authorized,flatten_1
0.062,0.058333333,0.3788315,Digit Data,40%,30,Authorized,flatten_1
0.063,0.058333333,0.37880704,Digit Data,40%,30,Authorized,flatten_1
0.063,0.059666667,0.37867633,Digit Data,40%,30,Authorized,flatten_1
0.066,0.059666667,0.37849376,Digit Data,40%,30,Authorized,flatten_1
0.066,0.06,0.37840816,Digit Data,40%,30,Authorized,flatten_1
0.069,0.06,0.37833717,Digit Data,40%,30,Authorized,flatten_1
0.069,0.061,0.3780665,Digit Data,40%,30,Authorized,flatten_1
0.071,0.061,0.37790865,Digit Data,40%,30,Authorized,flatten_1
0.071,0.061333333,0.3778791,Digit Data,40%,30,Authorized,flatten_1
0.07200000000000001,0.061333333,0.37775382,Digit Data,40%,30,Authorized,flatten_1
0.07200000000000001,0.061666667,0.3777054,Digit Data,40%,30,Authorized,flatten_1
0.075,0.061666667,0.37765187,Digit Data,40%,30,Authorized,flatten_1
0.075,0.063666667,0.3773271,Digit Data,40%,30,Authorized,flatten_1
0.076,0.063666667,0.37701714,Digit Data,40%,30,Authorized,flatten_1
0.076,0.067,0.37612075,Digit Data,40%,30,Authorized,flatten_1
0.078,0.067,0.37595055,Digit Data,40%,30,Authorized,flatten_1
0.078,0.067666667,0.37585023,Digit Data,40%,30,Authorized,flatten_1
0.081,0.067666667,0.37549752,Digit Data,40%,30,Authorized,flatten_1
0.081,0.068,0.37548143,Digit Data,40%,30,Authorized,flatten_1
0.083,0.068,0.37544534,Digit Data,40%,30,Authorized,flatten_1
0.083,0.068666667,0.37535042,Digit Data,40%,30,Authorized,flatten_1
0.084,0.068666667,0.37532973,Digit Data,40%,30,Authorized,flatten_1
0.084,0.069333333,0.37528956,Digit Data,40%,30,Authorized,flatten_1
0.085,0.069333333,0.37527478,Digit Data,40%,30,Authorized,flatten_1
0.085,0.070666667,0.3750767,Digit Data,40%,30,Authorized,flatten_1
0.086,0.070666667,0.37506926,Digit Data,40%,30,Authorized,flatten_1
0.086,0.072666667,0.3747638,Digit Data,40%,30,Authorized,flatten_1
0.08800000000000001,0.072666667,0.37474138,Digit Data,40%,30,Authorized,flatten_1
0.08800000000000001,0.073333333,0.37460187,Digit Data,40%,30,Authorized,flatten_1
0.08900000000000001,0.073333333,0.3745186,Digit Data,40%,30,Authorized,flatten_1
0.08900000000000001,0.074666667,0.37397066,Digit Data,40%,30,Authorized,flatten_1
0.09,0.074666667,0.37391594,Digit Data,40%,30,Authorized,flatten_1
0.09,0.076333333,0.37351963,Digit Data,40%,30,Authorized,flatten_1
0.093,0.076333333,0.37324974,Digit Data,40%,30,Authorized,flatten_1
0.093,0.07666666700000001,0.37309,Digit Data,40%,30,Authorized,flatten_1
0.095,0.07666666700000001,0.37303823,Digit Data,40%,30,Authorized,flatten_1
0.095,0.077,0.3729651,Digit Data,40%,30,Authorized,flatten_1
0.096,0.077,0.3728578,Digit Data,40%,30,Authorized,flatten_1
0.096,0.078,0.37269434,Digit Data,40%,30,Authorized,flatten_1
0.099,0.078,0.37241375,Digit Data,40%,30,Authorized,flatten_1
0.099,0.078666667,0.37225732,Digit Data,40%,30,Authorized,flatten_1
0.1,0.078666667,0.37225488,Digit Data,40%,30,Authorized,flatten_1
0.1,0.079,0.37223768,Digit Data,40%,30,Authorized,flatten_1
0.103,0.079,0.37176666,Digit Data,40%,30,Authorized,flatten_1
0.103,0.08,0.371511,Digit Data,40%,30,Authorized,flatten_1
0.104,0.08,0.37147972,Digit Data,40%,30,Authorized,flatten_1
0.104,0.081333333,0.37131873,Digit Data,40%,30,Authorized,flatten_1
0.11,0.081333333,0.3709564,Digit Data,40%,30,Authorized,flatten_1
0.11,0.081666667,0.37094155,Digit Data,40%,30,Authorized,flatten_1
0.112,0.081666667,0.37081075,Digit Data,40%,30,Authorized,flatten_1
0.112,0.082333333,0.3707437,Digit Data,40%,30,Authorized,flatten_1
0.114,0.082333333,0.3706882,Digit Data,40%,30,Authorized,flatten_1
0.114,0.082666667,0.37039465,Digit Data,40%,30,Authorized,flatten_1
0.115,0.082666667,0.37028483,Digit Data,40%,30,Authorized,flatten_1
0.115,0.08433333300000001,0.3701212,Digit Data,40%,30,Authorized,flatten_1
0.117,0.08433333300000001,0.37008867,Digit Data,40%,30,Authorized,flatten_1
0.117,0.085,0.36982605,Digit Data,40%,30,Authorized,flatten_1
0.118,0.085,0.3698014,Digit Data,40%,30,Authorized,flatten_1
0.118,0.08766666699999999,0.36938125,Digit Data,40%,30,Authorized,flatten_1
0.119,0.08766666699999999,0.36937436,Digit Data,40%,30,Authorized,flatten_1
0.119,0.08800000000000001,0.36932057,Digit Data,40%,30,Authorized,flatten_1
0.122,0.08800000000000001,0.36923188,Digit Data,40%,30,Authorized,flatten_1
0.122,0.08833333300000001,0.36921188,Digit Data,40%,30,Authorized,flatten_1
0.124,0.08833333300000001,0.36914757,Digit Data,40%,30,Authorized,flatten_1
0.124,0.090333333,0.36879992,Digit Data,40%,30,Authorized,flatten_1
0.125,0.090333333,0.36867824,Digit Data,40%,30,Authorized,flatten_1
0.125,0.092,0.36851218,Digit Data,40%,30,Authorized,flatten_1
0.126,0.092,0.36839765,Digit Data,40%,30,Authorized,flatten_1
0.126,0.092333333,0.36833775,Digit Data,40%,30,Authorized,flatten_1
0.128,0.092333333,0.3683202,Digit Data,40%,30,Authorized,flatten_1
0.128,0.094,0.3682539,Digit Data,40%,30,Authorized,flatten_1
0.129,0.094,0.36817765,Digit Data,40%,30,Authorized,flatten_1
0.129,0.094333333,0.36813405,Digit Data,40%,30,Authorized,flatten_1
0.132,0.094333333,0.36794683,Digit Data,40%,30,Authorized,flatten_1
0.132,0.096,0.36763746,Digit Data,40%,30,Authorized,flatten_1
0.133,0.096,0.36746308,Digit Data,40%,30,Authorized,flatten_1
0.133,0.097333333,0.36737305,Digit Data,40%,30,Authorized,flatten_1
0.134,0.097333333,0.36732605,Digit Data,40%,30,Authorized,flatten_1
0.134,0.097666667,0.36730573,Digit Data,40%,30,Authorized,flatten_1
0.135,0.097666667,0.367289,Digit Data,40%,30,Authorized,flatten_1
0.135,0.098,0.36725104,Digit Data,40%,30,Authorized,flatten_1
0.138,0.098,0.3671511,Digit Data,40%,30,Authorized,flatten_1
0.138,0.098666667,0.3670789,Digit Data,40%,30,Authorized,flatten_1
0.139,0.098666667,0.36698005,Digit Data,40%,30,Authorized,flatten_1
0.139,0.099,0.36691496,Digit Data,40%,30,Authorized,flatten_1
0.14,0.099,0.36690435,Digit Data,40%,30,Authorized,flatten_1
0.14,0.099333333,0.36689326,Digit Data,40%,30,Authorized,flatten_1
0.142,0.099333333,0.36687335,Digit Data,40%,30,Authorized,flatten_1
0.142,0.100666667,0.36674783,Digit Data,40%,30,Authorized,flatten_1
0.14300000000000002,0.100666667,0.36671266,Digit Data,40%,30,Authorized,flatten_1
0.14300000000000002,0.101666667,0.36652493,Digit Data,40%,30,Authorized,flatten_1
0.14400000000000002,0.101666667,0.3664604,Digit Data,40%,30,Authorized,flatten_1
0.14400000000000002,0.104,0.3661619,Digit Data,40%,30,Authorized,flatten_1
0.145,0.104,0.36612183,Digit Data,40%,30,Authorized,flatten_1
0.145,0.105333333,0.36600938,Digit Data,40%,30,Authorized,flatten_1
0.146,0.105333333,0.36597756,Digit Data,40%,30,Authorized,flatten_1
0.146,0.106,0.36591572,Digit Data,40%,30,Authorized,flatten_1
0.147,0.106,0.36584204,Digit Data,40%,30,Authorized,flatten_1
0.147,0.107,0.36569303,Digit Data,40%,30,Authorized,flatten_1
0.14800000000000002,0.107,0.36568218,Digit Data,40%,30,Authorized,flatten_1
0.14800000000000002,0.107333333,0.3655909,Digit Data,40%,30,Authorized,flatten_1
0.149,0.107333333,0.3654284,Digit Data,40%,30,Authorized,flatten_1
0.149,0.108,0.36541423,Digit Data,40%,30,Authorized,flatten_1
0.15,0.108,0.36541054,Digit Data,40%,30,Authorized,flatten_1
0.15,0.108333333,0.3652913,Digit Data,40%,30,Authorized,flatten_1
0.151,0.108333333,0.3652856,Digit Data,40%,30,Authorized,flatten_1
0.151,0.110333333,0.3650468,Digit Data,40%,30,Authorized,flatten_1
0.152,0.110333333,0.36501685,Digit Data,40%,30,Authorized,flatten_1
0.152,0.111666667,0.36481148,Digit Data,40%,30,Authorized,flatten_1
0.154,0.111666667,0.36471084,Digit Data,40%,30,Authorized,flatten_1
0.154,0.112,0.36457264,Digit Data,40%,30,Authorized,flatten_1
0.155,0.112,0.3644751,Digit Data,40%,30,Authorized,flatten_1
0.155,0.112666667,0.36442992,Digit Data,40%,30,Authorized,flatten_1
0.156,0.112666667,0.3644185,Digit Data,40%,30,Authorized,flatten_1
0.156,0.113,0.36437497,Digit Data,40%,30,Authorized,flatten_1
0.157,0.113,0.36435762,Digit Data,40%,30,Authorized,flatten_1
0.157,0.114333333,0.36431217,Digit Data,40%,30,Authorized,flatten_1
0.159,0.114333333,0.36425075,Digit Data,40%,30,Authorized,flatten_1
0.159,0.114666667,0.3642367,Digit Data,40%,30,Authorized,flatten_1
0.16,0.114666667,0.3642309,Digit Data,40%,30,Authorized,flatten_1
0.16,0.115,0.36416358,Digit Data,40%,30,Authorized,flatten_1
0.161,0.115,0.36415127,Digit Data,40%,30,Authorized,flatten_1
0.161,0.116666667,0.36403057,Digit Data,40%,30,Authorized,flatten_1
0.163,0.116666667,0.36389297,Digit Data,40%,30,Authorized,flatten_1
0.163,0.119333333,0.36342835,Digit Data,40%,30,Authorized,flatten_1
0.165,0.119333333,0.36334455,Digit Data,40%,30,Authorized,flatten_1
0.165,0.12,0.36327,Digit Data,40%,30,Authorized,flatten_1
0.16899999999999998,0.12,0.36309382,Digit Data,40%,30,Authorized,flatten_1
0.16899999999999998,0.120666667,0.36297646,Digit Data,40%,30,Authorized,flatten_1
0.17,0.120666667,0.36294588,Digit Data,40%,30,Authorized,flatten_1
0.17,0.121,0.36292747,Digit Data,40%,30,Authorized,flatten_1
0.171,0.121,0.36288118,Digit Data,40%,30,Authorized,flatten_1
0.171,0.122,0.36274552,Digit Data,40%,30,Authorized,flatten_1
0.172,0.122,0.3626841,Digit Data,40%,30,Authorized,flatten_1
0.172,0.124666667,0.36235043,Digit Data,40%,30,Authorized,flatten_1
0.174,0.124666667,0.36223632,Digit Data,40%,30,Authorized,flatten_1
0.174,0.125,0.3621838,Digit Data,40%,30,Authorized,flatten_1
0.18,0.125,0.36189148,Digit Data,40%,30,Authorized,flatten_1
0.18,0.12533333300000002,0.36187696,Digit Data,40%,30,Authorized,flatten_1
0.181,0.12533333300000002,0.3618429,Digit Data,40%,30,Authorized,flatten_1
0.181,0.12566666699999998,0.36180478,Digit Data,40%,30,Authorized,flatten_1
0.182,0.12566666699999998,0.36178306,Digit Data,40%,30,Authorized,flatten_1
0.182,0.12633333300000002,0.36175448,Digit Data,40%,30,Authorized,flatten_1
0.183,0.12633333300000002,0.36171484,Digit Data,40%,30,Authorized,flatten_1
0.183,0.12733333300000002,0.3615682,Digit Data,40%,30,Authorized,flatten_1
0.184,0.12733333300000002,0.361531,Digit Data,40%,30,Authorized,flatten_1
0.184,0.12766666699999998,0.36152813,Digit Data,40%,30,Authorized,flatten_1
0.185,0.12766666699999998,0.36146033,Digit Data,40%,30,Authorized,flatten_1
0.185,0.128333333,0.36117932,Digit Data,40%,30,Authorized,flatten_1
0.18600000000000005,0.128333333,0.36114928,Digit Data,40%,30,Authorized,flatten_1
0.18600000000000005,0.12866666699999998,0.36106768,Digit Data,40%,30,Authorized,flatten_1
0.187,0.12866666699999998,0.3610572,Digit Data,40%,30,Authorized,flatten_1
0.187,0.129666667,0.36097845,Digit Data,40%,30,Authorized,flatten_1
0.191,0.129666667,0.36076695,Digit Data,40%,30,Authorized,flatten_1
0.191,0.130333333,0.36067745,Digit Data,40%,30,Authorized,flatten_1
0.192,0.130333333,0.36063072,Digit Data,40%,30,Authorized,flatten_1
0.192,0.131,0.3605963,Digit Data,40%,30,Authorized,flatten_1
0.196,0.131,0.36040682,Digit Data,40%,30,Authorized,flatten_1
0.196,0.131666667,0.36036113,Digit Data,40%,30,Authorized,flatten_1
0.197,0.131666667,0.36035362,Digit Data,40%,30,Authorized,flatten_1
0.197,0.132,0.36026420000000003,Digit Data,40%,30,Authorized,flatten_1
0.198,0.132,0.36024520000000004,Digit Data,40%,30,Authorized,flatten_1
0.198,0.132333333,0.3602343,Digit Data,40%,30,Authorized,flatten_1
0.2,0.132333333,0.3600406,Digit Data,40%,30,Authorized,flatten_1
0.2,0.132666667,0.35998714,Digit Data,40%,30,Authorized,flatten_1
0.201,0.132666667,0.35989818,Digit Data,40%,30,Authorized,flatten_1
0.201,0.133,0.3598291,Digit Data,40%,30,Authorized,flatten_1
0.209,0.133,0.35944602,Digit Data,40%,30,Authorized,flatten_1
0.209,0.133333333,0.35939026,Digit Data,40%,30,Authorized,flatten_1
0.211,0.133333333,0.35934973,Digit Data,40%,30,Authorized,flatten_1
0.211,0.134333333,0.35921767,Digit Data,40%,30,Authorized,flatten_1
0.214,0.134333333,0.35898995,Digit Data,40%,30,Authorized,flatten_1
0.214,0.134666667,0.3589719,Digit Data,40%,30,Authorized,flatten_1
0.21600000000000005,0.134666667,0.35889232,Digit Data,40%,30,Authorized,flatten_1
0.21600000000000005,0.136,0.3585687,Digit Data,40%,30,Authorized,flatten_1
0.22,0.136,0.35847914,Digit Data,40%,30,Authorized,flatten_1
0.22,0.13699999999999998,0.35839862,Digit Data,40%,30,Authorized,flatten_1
0.223,0.13699999999999998,0.3582133,Digit Data,40%,30,Authorized,flatten_1
0.223,0.138,0.35811108,Digit Data,40%,30,Authorized,flatten_1
0.226,0.138,0.35788995,Digit Data,40%,30,Authorized,flatten_1
0.226,0.138333333,0.3577959000000001,Digit Data,40%,30,Authorized,flatten_1
0.227,0.138333333,0.3577488,Digit Data,40%,30,Authorized,flatten_1
0.227,0.139333333,0.3575723,Digit Data,40%,30,Authorized,flatten_1
0.232,0.139333333,0.35743788,Digit Data,40%,30,Authorized,flatten_1
0.232,0.14,0.35739836,Digit Data,40%,30,Authorized,flatten_1
0.235,0.14,0.35722393,Digit Data,40%,30,Authorized,flatten_1
0.235,0.140333333,0.35720903,Digit Data,40%,30,Authorized,flatten_1
0.236,0.140333333,0.35719532,Digit Data,40%,30,Authorized,flatten_1
0.236,0.141333333,0.35700276,Digit Data,40%,30,Authorized,flatten_1
0.237,0.141333333,0.35700172,Digit Data,40%,30,Authorized,flatten_1
0.237,0.142,0.35690358,Digit Data,40%,30,Authorized,flatten_1
0.239,0.142,0.3568488,Digit Data,40%,30,Authorized,flatten_1
0.239,0.142333333,0.35668555,Digit Data,40%,30,Authorized,flatten_1
0.242,0.142333333,0.3565897,Digit Data,40%,30,Authorized,flatten_1
0.242,0.142666667,0.35657978,Digit Data,40%,30,Authorized,flatten_1
0.246,0.142666667,0.35647490000000004,Digit Data,40%,30,Authorized,flatten_1
0.246,0.14300000000000002,0.35641992,Digit Data,40%,30,Authorized,flatten_1
0.249,0.14300000000000002,0.35629752,Digit Data,40%,30,Authorized,flatten_1
0.249,0.143666667,0.35625648,Digit Data,40%,30,Authorized,flatten_1
0.251,0.143666667,0.3562241,Digit Data,40%,30,Authorized,flatten_1
0.251,0.144333333,0.35607088,Digit Data,40%,30,Authorized,flatten_1
0.252,0.144333333,0.35599956,Digit Data,40%,30,Authorized,flatten_1
0.252,0.144666667,0.3559259,Digit Data,40%,30,Authorized,flatten_1
0.253,0.144666667,0.35584742,Digit Data,40%,30,Authorized,flatten_1
0.253,0.145,0.35579634,Digit Data,40%,30,Authorized,flatten_1
0.255,0.145,0.35565248,Digit Data,40%,30,Authorized,flatten_1
0.255,0.145333333,0.35564092,Digit Data,40%,30,Authorized,flatten_1
0.256,0.145333333,0.35558546,Digit Data,40%,30,Authorized,flatten_1
0.256,0.145666667,0.35558179999999995,Digit Data,40%,30,Authorized,flatten_1
0.26,0.145666667,0.35542840000000003,Digit Data,40%,30,Authorized,flatten_1
0.26,0.146666667,0.35528913,Digit Data,40%,30,Authorized,flatten_1
0.262,0.146666667,0.35524982,Digit Data,40%,30,Authorized,flatten_1
0.262,0.147333333,0.35523567,Digit Data,40%,30,Authorized,flatten_1
0.267,0.147333333,0.3551585,Digit Data,40%,30,Authorized,flatten_1
0.267,0.147666667,0.35511735,Digit Data,40%,30,Authorized,flatten_1
0.268,0.147666667,0.35506696,Digit Data,40%,30,Authorized,flatten_1
0.268,0.14800000000000002,0.35506505,Digit Data,40%,30,Authorized,flatten_1
0.269,0.14800000000000002,0.3550217,Digit Data,40%,30,Authorized,flatten_1
0.269,0.148333333,0.35499970000000003,Digit Data,40%,30,Authorized,flatten_1
0.271,0.148333333,0.35469,Digit Data,40%,30,Authorized,flatten_1
0.271,0.149,0.35464640000000003,Digit Data,40%,30,Authorized,flatten_1
0.273,0.149,0.35447997,Digit Data,40%,30,Authorized,flatten_1
0.273,0.149333333,0.35445377,Digit Data,40%,30,Authorized,flatten_1
0.274,0.149333333,0.35442358,Digit Data,40%,30,Authorized,flatten_1
0.274,0.151,0.35432234,Digit Data,40%,30,Authorized,flatten_1
0.279,0.151,0.35418665,Digit Data,40%,30,Authorized,flatten_1
0.279,0.151333333,0.35412297,Digit Data,40%,30,Authorized,flatten_1
0.282,0.151333333,0.35389832,Digit Data,40%,30,Authorized,flatten_1
0.282,0.151666667,0.35384536,Digit Data,40%,30,Authorized,flatten_1
0.284,0.151666667,0.35381567,Digit Data,40%,30,Authorized,flatten_1
0.284,0.152,0.35378740000000003,Digit Data,40%,30,Authorized,flatten_1
0.287,0.152,0.35368675,Digit Data,40%,30,Authorized,flatten_1
0.287,0.15233333300000002,0.3536667,Digit Data,40%,30,Authorized,flatten_1
0.29,0.15233333300000002,0.35355705,Digit Data,40%,30,Authorized,flatten_1
0.29,0.15333333300000002,0.35319635,Digit Data,40%,30,Authorized,flatten_1
0.29100000000000004,0.15333333300000002,0.35317013,Digit Data,40%,30,Authorized,flatten_1
0.29100000000000004,0.15366666699999998,0.3531665,Digit Data,40%,30,Authorized,flatten_1
0.292,0.15366666699999998,0.35309178,Digit Data,40%,30,Authorized,flatten_1
0.292,0.154,0.35305807,Digit Data,40%,30,Authorized,flatten_1
0.293,0.154,0.35304582,Digit Data,40%,30,Authorized,flatten_1
0.293,0.15433333300000002,0.3530245,Digit Data,40%,30,Authorized,flatten_1
0.294,0.15433333300000002,0.35301775,Digit Data,40%,30,Authorized,flatten_1
0.294,0.15466666699999998,0.35298795,Digit Data,40%,30,Authorized,flatten_1
0.298,0.15466666699999998,0.35273254,Digit Data,40%,30,Authorized,flatten_1
0.298,0.155,0.35267457,Digit Data,40%,30,Authorized,flatten_1
0.299,0.155,0.3526497,Digit Data,40%,30,Authorized,flatten_1
0.299,0.156,0.35255566,Digit Data,40%,30,Authorized,flatten_1
0.3,0.156,0.3525182,Digit Data,40%,30,Authorized,flatten_1
0.3,0.158,0.35226178,Digit Data,40%,30,Authorized,flatten_1
0.301,0.158,0.35224766,Digit Data,40%,30,Authorized,flatten_1
0.301,0.15833333300000002,0.3522178,Digit Data,40%,30,Authorized,flatten_1
0.305,0.15833333300000002,0.35209805,Digit Data,40%,30,Authorized,flatten_1
0.305,0.159,0.35174707,Digit Data,40%,30,Authorized,flatten_1
0.306,0.159,0.351706,Digit Data,40%,30,Authorized,flatten_1
0.306,0.15966666699999998,0.35167006,Digit Data,40%,30,Authorized,flatten_1
0.307,0.15966666699999998,0.35160634,Digit Data,40%,30,Authorized,flatten_1
0.307,0.160666667,0.35157892,Digit Data,40%,30,Authorized,flatten_1
0.308,0.160666667,0.35145453,Digit Data,40%,30,Authorized,flatten_1
0.308,0.161,0.35144076,Digit Data,40%,30,Authorized,flatten_1
0.31,0.161,0.35142824,Digit Data,40%,30,Authorized,flatten_1
0.31,0.161333333,0.35141690000000003,Digit Data,40%,30,Authorized,flatten_1
0.311,0.161333333,0.35139573,Digit Data,40%,30,Authorized,flatten_1
0.311,0.161666667,0.35138848,Digit Data,40%,30,Authorized,flatten_1
0.315,0.161666667,0.35117263,Digit Data,40%,30,Authorized,flatten_1
0.315,0.163333333,0.35095429999999994,Digit Data,40%,30,Authorized,flatten_1
0.327,0.163333333,0.3501705,Digit Data,40%,30,Authorized,flatten_1
